Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SX2785511A", 0.208, 1,     122.39,  -31.4,    1.0192, 2,    122.397,  148.6,    1.0192, 0, 0, 0, 0
"SX2973148A", 0.208, 1,    121.973,  -31.6,    1.0157, 2,     121.98,  148.4,    1.0157, 0, 0, 0, 0
"SX3160098A", 0.208, 1,    121.779,  -31.7,    1.0141, 2,    121.786,  148.3,    1.0141, 0, 0, 0, 0
"SX2916602A", 0.208, 1,    121.994,  -31.6,    1.0159, 2,    122.001,  148.4,    1.0159, 0, 0, 0, 0
"SX3231255C", 0.208, 1,    125.727,   92.3,     1.047, 2,    125.734,  -87.7,     1.047, 0, 0, 0, 0
"SX3118855C", 0.208, 1,    125.741,   92.3,    1.0471, 2,    125.749,  -87.7,    1.0471, 0, 0, 0, 0
"SX3085410B", 0.208, 1,    122.386, -154.9,    1.0191, 2,    122.394,   25.1,    1.0192, 0, 0, 0, 0
"SX2992556C", 0.208, 1,    124.829,   89.8,    1.0395, 2,    124.836,  -90.2,    1.0395, 0, 0, 0, 0
"SX3198356C", 0.208, 1,    122.275,   89.3,    1.0182, 2,    122.283,  -90.7,    1.0183, 0, 0, 0, 0
"SX3048968C", 0.208, 1,    122.728,   89.5,     1.022, 2,    122.735,  -90.5,     1.022, 0, 0, 0, 0
"SX2767414C", 0.208, 1,    123.763,   89.5,    1.0306, 2,     123.77,  -90.5,    1.0307, 0, 0, 0, 0
"SX3045895C", 0.208, 1,    124.042,   89.6,    1.0329, 2,    124.049,  -90.4,     1.033, 0, 0, 0, 0
"SX2692664C", 0.208, 1,    124.012,   89.6,    1.0327, 2,    124.019,  -90.4,    1.0327, 0, 0, 0, 0
"SX2991901B", 0.208, 1,    121.587, -156.6,    1.0125, 2,    121.594,   23.4,    1.0125, 0, 0, 0, 0
"SX2673322B", 0.208, 1,    121.641, -156.7,    1.0129, 2,    121.648,   23.3,     1.013, 0, 0, 0, 0
"SX2766730B", 0.208, 1,    121.821, -156.6,    1.0144, 2,    121.828,   23.4,    1.0145, 0, 0, 0, 0
"SX2689691A", 0.208, 1,    119.659,  -33.9,   0.99642, 2,    119.666,  146.1,   0.99648, 0, 0, 0, 0
"SX2914323B", 0.208, 1,    121.503, -156.7,    1.0118, 2,     121.51,   23.3,    1.0118, 0, 0, 0, 0
"SX3048222C", 0.208, 1,    122.982,   92.2,    1.0241, 2,    122.989,  -87.8,    1.0242, 0, 0, 0, 0
"SX3122837C", 0.208, 1,    123.252,   92.3,    1.0263, 2,    123.259,  -87.7,    1.0264, 0, 0, 0, 0
"SX2991933C", 0.208, 1,    123.424,   92.3,    1.0278, 2,    123.431,  -87.7,    1.0278, 0, 0, 0, 0
"SX2710525C", 0.208, 1,    123.564,   92.3,    1.0289, 2,    123.571,  -87.7,     1.029, 0, 0, 0, 0
"SX2673323C", 0.208, 1,    123.375,   92.3,    1.0274, 2,    123.382,  -87.7,    1.0274, 0, 0, 0, 0
"SX2710542B", 0.208, 1,    122.422, -156.5,    1.0194, 2,    122.429,   23.5,    1.0195, 0, 0, 0, 0
"SX2766742B", 0.208, 1,    120.881, -156.8,    1.0066, 2,    120.888,   23.2,    1.0067, 0, 0, 0, 0
"SX3254234B", 0.208, 1,    122.229, -156.5,    1.0178, 2,    122.237,   23.5,    1.0179, 0, 0, 0, 0
"SX3104114B", 0.208, 1,     121.94, -156.5,    1.0154, 2,    121.947,   23.5,    1.0155, 0, 0, 0, 0
"SX2822857B", 0.208, 1,    121.407, -156.7,     1.011, 2,    121.415,   23.3,     1.011, 0, 0, 0, 0
"SX2691939B", 0.208, 1,    122.248, -156.5,     1.018, 2,    122.255,   23.5,     1.018, 0, 0, 0, 0
"SX2860478B", 0.208, 1,    122.132, -156.5,     1.017, 2,    122.139,   23.5,    1.0171, 0, 0, 0, 0
"SX2822858B", 0.208, 1,    122.213, -156.5,    1.0177, 2,     122.22,   23.5,    1.0177, 0, 0, 0, 0
"SX3254206B", 0.208, 1,    121.868, -156.5,    1.0148, 2,    121.875,   23.5,    1.0149, 0, 0, 0, 0
"SX2766715B", 0.208, 1,    121.889, -156.6,     1.015, 2,    121.896,   23.4,    1.0151, 0, 0, 0, 0
"SX2860479B", 0.208, 1,    122.077, -156.5,    1.0166, 2,    122.084,   23.5,    1.0166, 0, 0, 0, 0
"SX3178969B", 0.208, 1,    122.041, -156.5,    1.0163, 2,    122.048,   23.5,    1.0163, 0, 0, 0, 0
"SX2729401B", 0.208, 1,    122.094, -156.5,    1.0167, 2,    122.101,   23.5,    1.0168, 0, 0, 0, 0
"SX2804245B", 0.208, 1,    120.938, -156.7,    1.0071, 2,    120.945,   23.3,    1.0071, 0, 0, 0, 0
"SX3216338B", 0.208, 1,    121.451, -156.6,    1.0113, 2,    121.458,   23.4,    1.0114, 0, 0, 0, 0
"SX2691938B", 0.208, 1,    121.355, -156.6,    1.0105, 2,    121.362,   23.4,    1.0106, 0, 0, 0, 0
"SX2673326B", 0.208, 1,    121.333, -156.7,    1.0104, 2,     121.34,   23.3,    1.0104, 0, 0, 0, 0
"SX3251806B", 0.208, 1,    121.158, -156.7,    1.0089, 2,    121.165,   23.3,     1.009, 0, 0, 0, 0
"SX3160108B", 0.208, 1,    121.751, -156.5,    1.0138, 2,    121.758,   23.5,    1.0139, 0, 0, 0, 0
"SX2841624B", 0.208, 1,     121.87, -156.5,    1.0148, 2,    121.877,   23.5,    1.0149, 0, 0, 0, 0
"SX2729409B", 0.208, 1,     121.47, -156.6,    1.0115, 2,    121.477,   23.4,    1.0116, 0, 0, 0, 0
"SX3029510B", 0.208, 1,    120.846, -156.8,    1.0063, 2,    120.853,   23.2,    1.0064, 0, 0, 0, 0
"SX2991927B", 0.208, 1,    121.931, -156.5,    1.0153, 2,    121.938,   23.5,    1.0154, 0, 0, 0, 0
"SX2954338B", 0.208, 1,    121.792, -156.6,    1.0142, 2,    121.799,   23.4,    1.0142, 0, 0, 0, 0
"SX3197634B", 0.208, 1,    122.891, -156.4,    1.0233, 2,    122.898,   23.6,    1.0234, 0, 0, 0, 0
"SX2729408B", 0.208, 1,    122.768, -156.4,    1.0223, 2,    122.775,   23.6,    1.0224, 0, 0, 0, 0
"SX2991909A", 0.208, 1,    119.431,  -34.1,   0.99453, 2,    119.438,  145.9,   0.99458, 0, 0, 0, 0
"SX3085398B", 0.208, 1,    122.988, -156.4,    1.0241, 2,    122.995,   23.6,    1.0242, 0, 0, 0, 0
"SX2673314C", 0.208, 1,    123.019,   92.2,    1.0244, 2,    123.026,  -87.8,    1.0245, 0, 0, 0, 0
"SX3122817C", 0.208, 1,     123.16,   92.2,    1.0256, 2,    123.167,  -87.8,    1.0256, 0, 0, 0, 0
"SX3160102B", 0.208, 1,     122.64, -156.4,    1.0212, 2,    122.647,   23.6,    1.0213, 0, 0, 0, 0
"SX2822871B", 0.208, 1,    123.307, -156.2,    1.0268, 2,    123.314,   23.8,    1.0269, 0, 0, 0, 0
"SX2876813A", 0.208, 1,    120.557,  -33.9,    1.0039, 2,    120.564,  146.1,     1.004, 0, 0, 0, 0
"SX2952013A", 0.208, 1,    119.946,  -34.1,   0.99881, 2,    119.953,  145.9,   0.99887, 0, 0, 0, 0
"SX2916598A", 0.208, 1,    120.066,  -34.0,   0.99981, 2,    120.073,  146.0,   0.99987, 0, 0, 0, 0
"SX3048212A", 0.208, 1,    120.184,  -34.0,    1.0008, 2,    120.191,  146.0,    1.0008, 0, 0, 0, 0
"SX2691973A", 0.208, 1,    120.595,  -33.9,    1.0042, 2,    120.602,  146.1,    1.0043, 0, 0, 0, 0
"SX2954357A", 0.208, 1,    120.909,  -33.8,    1.0068, 2,    120.916,  146.2,    1.0069, 0, 0, 0, 0
"SX2841639A", 0.208, 1,    121.215,  -33.7,    1.0094, 2,    121.223,  146.3,    1.0094, 0, 0, 0, 0
"SX2804262A", 0.208, 1,    120.225,  -34.0,    1.0011, 2,    120.232,  146.0,    1.0012, 0, 0, 0, 0
"SX2973165A", 0.208, 1,    121.004,  -33.8,    1.0076, 2,    121.011,  146.2,    1.0077, 0, 0, 0, 0
"SX2785529C", 0.208, 1,    123.173,   92.3,    1.0257, 2,     123.18,  -87.8,    1.0257, 0, 0, 0, 0
"SX3197646B", 0.208, 1,    123.629, -156.1,    1.0295, 2,    123.636,   23.9,    1.0295, 0, 0, 0, 0
"SX3141389A", 0.208, 1,    120.276,  -33.9,    1.0016, 2,    120.283,  146.1,    1.0016, 0, 0, 0, 0
"SX3197618A", 0.208, 1,    119.572,  -34.1,   0.99569, 2,    119.579,  145.9,   0.99575, 0, 0, 0, 0
"SX2691936A", 0.208, 1,    120.176,  -34.0,    1.0007, 2,    120.183,  146.0,    1.0008, 0, 0, 0, 0
"SX3216336A", 0.208, 1,    120.462,  -33.9,    1.0031, 2,    120.469,  146.1,    1.0032, 0, 0, 0, 0
"SX3216337A", 0.208, 1,    120.263,  -33.9,    1.0014, 2,     120.27,  146.1,    1.0015, 0, 0, 0, 0
"SX2841615A", 0.208, 1,    120.484,  -33.9,    1.0033, 2,    120.491,  146.1,    1.0033, 0, 0, 0, 0
"SX2954348A", 0.208, 1,    120.291,  -33.9,    1.0017, 2,    120.298,  146.1,    1.0017, 0, 0, 0, 0
"SX3235249A", 0.208, 1,    119.565,  -34.2,   0.99564, 2,    119.572,  145.8,    0.9957, 0, 0, 0, 0
"SX2916599A", 0.208, 1,    120.657,  -33.8,    1.0047, 2,    120.664,  146.2,    1.0048, 0, 0, 0, 0
"SX3122816B", 0.208, 1,    122.617, -156.4,    1.0211, 2,    122.624,   23.5,    1.0211, 0, 0, 0, 0
"SX3160103C", 0.208, 1,    122.005,   92.0,     1.016, 2,    122.012,  -88.0,     1.016, 0, 0, 0, 0
"SX2935556B", 0.208, 1,    121.187, -156.7,    1.0091, 2,    121.194,   23.3,    1.0092, 0, 0, 0, 0
"SX3104124B", 0.208, 1,    121.423, -156.7,    1.0111, 2,     121.43,   23.3,    1.0112, 0, 0, 0, 0
"SX2970804C", 0.208, 1,     122.72,   89.6,    1.0219, 2,    122.727,  -90.4,     1.022, 0, 0, 0, 0
"SX3176661C", 0.208, 1,    96.2736,   82.1,   0.80169, 2,     96.278,  -97.9,   0.80172, 0, 0, 0, 0
"SX3048937C", 0.208, 1,    122.522,   89.5,    1.0203, 2,    122.529,  -90.5,    1.0203, 0, 0, 0, 0
"SX2804957C", 0.208, 1,    122.834,   89.5,    1.0229, 2,    122.841,  -90.5,    1.0229, 0, 0, 0, 0
"SX2767343C", 0.208, 1,    123.137,   89.6,    1.0254, 2,    123.144,  -90.4,    1.0254, 0, 0, 0, 0
"SX3179608C", 0.208, 1,    123.922,   92.5,    1.0319, 2,    123.929,  -87.5,     1.032, 0, 0, 0, 0
"SX3086002C", 0.208, 1,    124.563,   92.6,    1.0373, 2,    124.571,  -87.4,    1.0373, 0, 0, 0, 0
"SX2842330C", 0.208, 1,    125.037,   92.7,    1.0412, 2,    125.044,  -87.3,    1.0413, 0, 0, 0, 0
"SX3235945C", 0.208, 1,    124.323,   92.5,    1.0353, 2,     124.33,  -87.5,    1.0353, 0, 0, 0, 0
"SX2955006C", 0.208, 1,    124.884,   92.6,    1.0399, 2,    124.891,  -87.4,      1.04, 0, 0, 0, 0
"SX2692600C", 0.208, 1,     124.82,   92.6,    1.0394, 2,    124.827,  -87.4,    1.0395, 0, 0, 0, 0
"SX3235946A", 0.208, 1,    117.329,  -30.7,   0.97702, 2,    117.336,  149.3,   0.97707, 0, 0, 0, 0
"SX3011229A", 0.208, 1,    117.117,  -30.8,   0.97526, 2,    117.124,  149.2,   0.97531, 0, 0, 0, 0
"SX2767342A", 0.208, 1,    116.462,  -30.9,    0.9698, 2,    116.469,  149.1,   0.96986, 0, 0, 0, 0
"SX2748780A", 0.208, 1,    116.957,  -30.8,   0.97392, 2,    116.964,  149.2,   0.97398, 0, 0, 0, 0
"SX2823544A", 0.208, 1,    116.812,  -30.8,   0.97271, 2,    116.819,  149.2,   0.97277, 0, 0, 0, 0
"SX3195321A", 0.208, 1,    116.846,  -30.8,     0.973, 2,    116.853,  149.1,   0.97305, 0, 0, 0, 0
"SX2823545A", 0.208, 1,    116.546,  -30.9,    0.9705, 2,    116.553,  149.1,   0.97056, 0, 0, 0, 0
"SX3101782A", 0.208, 1,    116.938,  -30.8,   0.97376, 2,    116.945,  149.2,   0.97382, 0, 0, 0, 0
"SX2936214A", 0.208, 1,    117.646,  -30.7,   0.97966, 2,    117.653,  149.3,   0.97972, 0, 0, 0, 0
"SX3142049C", 0.208, 1,    124.823,   91.8,    1.0394, 2,     124.83,  -88.2,    1.0395, 0, 0, 0, 0
"SX2804956A", 0.208, 1,    117.519,  -30.8,    0.9786, 2,    117.526,  149.2,   0.97866, 0, 0, 0, 0
"SX2730106C", 0.208, 1,    112.811,   89.7,   0.93939, 2,    112.819,  -90.3,   0.93946, 0, 0, 0, 0
"SX2936212A", 0.208, 1,    117.988,  -30.8,    0.9825, 2,    117.995,  149.2,   0.98256, 0, 0, 0, 0
"SX3029495B", 0.208, 1,    120.456, -154.4,    1.0031, 2,    120.463,   25.6,    1.0031, 0, 0, 0, 0
"SX2804247B", 0.208, 1,    121.271, -154.2,    1.0098, 2,    121.278,   25.8,    1.0099, 0, 0, 0, 0
"SX3104115B", 0.208, 1,    120.671, -154.4,    1.0048, 2,    120.678,   25.6,    1.0049, 0, 0, 0, 0
"SX2954339B", 0.208, 1,    121.076, -154.2,    1.0082, 2,    121.083,   25.8,    1.0083, 0, 0, 0, 0
"SX3048200B", 0.208, 1,    121.248, -154.2,    1.0097, 2,    121.255,   25.8,    1.0097, 0, 0, 0, 0
"SX3216339B", 0.208, 1,    120.599, -154.3,    1.0042, 2,    120.606,   25.7,    1.0043, 0, 0, 0, 0
"SX3048201B", 0.208, 1,    121.172, -154.2,     1.009, 2,    121.179,   25.8,    1.0091, 0, 0, 0, 0
"SX3141390B", 0.208, 1,    120.946, -154.3,    1.0071, 2,    120.953,   25.7,    1.0072, 0, 0, 0, 0
"SX2710537B", 0.208, 1,     121.13, -154.2,    1.0087, 2,    121.137,   25.8,    1.0087, 0, 0, 0, 0
"SX2673300B", 0.208, 1,    121.105, -154.2,    1.0085, 2,    121.112,   25.8,    1.0085, 0, 0, 0, 0
"SX3085388B", 0.208, 1,    120.332, -154.5,     1.002, 2,    120.339,   25.5,    1.0021, 0, 0, 0, 0
"SX2822859B", 0.208, 1,    121.287, -154.2,      1.01, 2,    121.294,   25.8,      1.01, 0, 0, 0, 0
"SX2991902B", 0.208, 1,     121.47, -154.2,    1.0115, 2,    121.477,   25.8,    1.0116, 0, 0, 0, 0
"SX2991918B", 0.208, 1,    121.539, -154.1,    1.0121, 2,    121.546,   25.8,    1.0121, 0, 0, 0, 0
"SX2897764B", 0.208, 1,    121.229, -154.2,    1.0095, 2,    121.236,   25.8,    1.0095, 0, 0, 0, 0
"SX2860488B", 0.208, 1,     121.15, -154.2,    1.0088, 2,    121.157,   25.8,    1.0089, 0, 0, 0, 0
"SX2804260B", 0.208, 1,    120.741, -154.3,    1.0054, 2,    120.748,   25.7,    1.0055, 0, 0, 0, 0
"SX2973163B", 0.208, 1,    121.405, -154.2,     1.011, 2,    121.412,   25.8,     1.011, 0, 0, 0, 0
"SX3104130B", 0.208, 1,    121.558, -154.2,    1.0122, 2,    121.565,   25.8,    1.0123, 0, 0, 0, 0
"SX2879079B", 0.208, 1,    121.402, -154.2,    1.0109, 2,    121.409,   25.8,     1.011, 0, 0, 0, 0
"SX2991917B", 0.208, 1,    120.844, -154.4,    1.0063, 2,    120.852,   25.6,    1.0064, 0, 0, 0, 0
"SX2841636B", 0.208, 1,    121.017, -154.3,    1.0077, 2,    121.024,   25.7,    1.0078, 0, 0, 0, 0
"SX3085389B", 0.208, 1,    121.331, -154.2,    1.0103, 2,    121.338,   25.8,    1.0104, 0, 0, 0, 0
"SX2673319C", 0.208, 1,    123.047,   92.4,    1.0246, 2,    123.055,  -87.6,    1.0247, 0, 0, 0, 0
"SX2841631C", 0.208, 1,    122.787,   92.3,    1.0225, 2,    122.794,  -87.7,    1.0225, 0, 0, 0, 0
"SX3216350A", 0.208, 1,    120.584,  -33.5,    1.0041, 2,    120.591,  146.5,    1.0042, 0, 0, 0, 0
"SX3141402C", 0.208, 1,     123.04,   92.4,    1.0246, 2,    123.047,  -87.6,    1.0246, 0, 0, 0, 0
"SX3197642C", 0.208, 1,    121.191,   91.9,    1.0092, 2,    121.198,  -88.1,    1.0092, 0, 0, 0, 0
"SX2691952A", 0.208, 1,    120.537,  -33.5,    1.0037, 2,    120.544,  146.5,    1.0038, 0, 0, 0, 0
"SX2879081A", 0.208, 1,    119.039,  -33.9,   0.99126, 2,    119.046,  146.1,   0.99131, 0, 0, 0, 0
"SX2785530A", 0.208, 1,     119.82,  -33.8,   0.99776, 2,    119.827,  146.2,   0.99782, 0, 0, 0, 0
"SX2766723A", 0.208, 1,    120.797,  -33.5,    1.0059, 2,    120.804,  146.5,     1.006, 0, 0, 0, 0
"SX3122822A", 0.208, 1,      120.6,  -33.5,    1.0043, 2,    120.607,  146.5,    1.0043, 0, 0, 0, 0
"SX2766747A", 0.208, 1,    119.612,  -33.9,   0.99603, 2,    119.619,  146.1,   0.99609, 0, 0, 0, 0
"SX2858163A", 0.208, 1,    119.426,  -34.0,   0.99448, 2,    119.433,  146.0,   0.99453, 0, 0, 0, 0
"SX3216346A", 0.208, 1,    119.615,  -33.9,   0.99606, 2,    119.622,  146.1,   0.99611, 0, 0, 0, 0
"SX3029500A", 0.208, 1,    119.681,  -33.9,   0.99661, 2,    119.688,  146.1,   0.99667, 0, 0, 0, 0
"SX3156034A", 0.208, 1,     119.22,  -34.0,   0.99276, 2,    119.227,  146.0,   0.99282, 0, 0, 0, 0
"SX3066821A", 0.208, 1,    119.523,  -33.9,   0.99529, 2,     119.53,  146.1,   0.99535, 0, 0, 0, 0
"SX2748140A", 0.208, 1,     119.22,  -34.0,   0.99276, 2,    119.227,  146.0,   0.99282, 0, 0, 0, 0
"SX3141412A", 0.208, 1,    119.671,  -33.9,   0.99652, 2,    119.678,  146.1,   0.99658, 0, 0, 0, 0
"SX2991915B", 0.208, 1,     120.25, -156.5,    1.0013, 2,    120.257,   23.5,    1.0014, 0, 0, 0, 0
"SX2673320B", 0.208, 1,    120.412, -156.5,    1.0027, 2,    120.419,   23.5,    1.0027, 0, 0, 0, 0
"SX2841634B", 0.208, 1,    120.485, -156.4,    1.0033, 2,    120.492,   23.6,    1.0034, 0, 0, 0, 0
"SX2766720A", 0.208, 1,    119.563,  -34.0,   0.99562, 2,     119.57,  146.0,   0.99568, 0, 0, 0, 0
"SX3235254C", 0.208, 1,    123.152,   92.2,    1.0255, 2,     123.16,  -87.8,    1.0256, 0, 0, 0, 0
"SX2935566C", 0.208, 1,    126.388,   92.2,    1.0525, 2,    126.395,  -87.8,    1.0525, 0, 0, 0, 0
"SX3141393C", 0.208, 1,    125.501,   92.3,    1.0451, 2,    125.508,  -87.7,    1.0451, 0, 0, 0, 0
"SX3030204A", 0.208, 1,    123.211,  -31.4,     1.026, 2,    123.218,  148.6,    1.0261, 0, 0, 0, 0
"SX3160868B", 0.208, 1,    124.901, -151.6,    1.0401, 2,    124.908,   28.4,    1.0401, 0, 0, 0, 0
"SX2785524C", 0.208, 1,    123.529,   89.0,    1.0286, 2,    123.536,  -91.0,    1.0287, 0, 0, 0, 0
"SX3235268C", 0.208, 1,    121.997,   92.2,    1.0159, 2,    122.004,  -87.8,     1.016, 0, 0, 0, 0
"SX3122825A", 0.208, 1,    118.786,  -34.5,   0.98915, 2,    118.793,  145.5,   0.98921, 0, 0, 0, 0
"SX2991920A", 0.208, 1,     118.19,  -34.6,   0.98418, 2,    118.196,  145.4,   0.98424, 0, 0, 0, 0
"SX2973146B", 0.208, 1,    121.875, -156.5,    1.0149, 2,    121.882,   23.5,    1.0149, 0, 0, 0, 0
"SX2935568B", 0.208, 1,    120.363, -156.4,    1.0023, 2,     120.37,   23.6,    1.0023, 0, 0, 0, 0
"SX2814529A", 0.208, 1,    120.874,  -33.4,    1.0065, 2,    120.881,  146.6,    1.0066, 0, 0, 0, 0
"SX2814529B", 0.208, 1,    123.411, -155.8,    1.0277, 2,    123.419,   24.2,    1.0277, 0, 0, 0, 0
"SX2814529C", 0.208, 1,    123.027,   92.4,    1.0245, 2,    123.034,  -87.6,    1.0245, 0, 0, 0, 0
"SX3122818C", 0.208, 1,    123.228,   92.3,    1.0261, 2,    123.235,  -87.7,    1.0262, 0, 0, 0, 0
"SX3048209B", 0.208, 1,    120.576, -156.4,    1.0041, 2,    120.583,   23.6,    1.0041, 0, 0, 0, 0
"SX2841628A", 0.208, 1,    118.185,  -33.1,   0.98415, 2,    118.192,  146.9,    0.9842, 0, 0, 0, 0
"SX2673316A", 0.208, 1,    117.947,  -33.2,   0.98216, 2,    117.954,  146.8,   0.98222, 0, 0, 0, 0
"SX2748143A", 0.208, 1,    120.662,  -31.9,    1.0048, 2,    120.669,  148.1,    1.0048, 0, 0, 0, 0
"SX2860477A", 0.208, 1,    120.714,  -33.8,    1.0052, 2,    120.721,  146.2,    1.0053, 0, 0, 0, 0
"SX3066811B", 0.208, 1,    121.001, -156.2,    1.0076, 2,    121.008,   23.8,    1.0077, 0, 0, 0, 0
"SX2954352C", 0.208, 1,    123.494,   89.0,    1.0284, 2,    123.502,  -91.0,    1.0284, 0, 0, 0, 0
"SX3160864B", 0.208, 1,    124.617, -151.7,    1.0377, 2,    124.625,   28.3,    1.0378, 0, 0, 0, 0
"SX3085401A", 0.208, 1,    123.038,  -33.3,    1.0246, 2,    123.045,  146.7,    1.0246, 0, 0, 0, 0
"SX2766744B", 0.208, 1,    121.285, -156.6,      1.01, 2,    121.292,   23.4,      1.01, 0, 0, 0, 0
"SX2804259A", 0.208, 1,    118.425,  -34.5,   0.98615, 2,    118.432,  145.5,    0.9862, 0, 0, 0, 0
"SX2860486C", 0.208, 1,    122.906,   88.8,    1.0235, 2,    122.913,  -91.2,    1.0235, 0, 0, 0, 0
"SX2785522B", 0.208, 1,    121.106, -156.7,    1.0085, 2,    121.113,   23.3,    1.0085, 0, 0, 0, 0
"SX2897766C", 0.208, 1,    121.965,   89.4,    1.0156, 2,    121.972,  -90.6,    1.0157, 0, 0, 0, 0
"SX3048889C", 0.208, 1,    123.421,   89.6,    1.0277, 2,    123.428,  -90.4,    1.0278, 0, 0, 0, 0
"SX3048890C", 0.208, 1,    123.293,   89.6,    1.0267, 2,      123.3,  -90.4,    1.0267, 0, 0, 0, 0
"SX2991921C", 0.208, 1,    124.169,   88.7,     1.034, 2,    124.177,  -91.3,     1.034, 0, 0, 0, 0
"SX3011293A", 0.208, 1,    123.734,  -31.2,    1.0304, 2,    123.741,  148.8,    1.0304, 0, 0, 0, 0
"SX3011293B", 0.208, 1,    125.251, -151.1,     1.043, 2,    125.258,   28.9,     1.043, 0, 0, 0, 0
"SX3011293C", 0.208, 1,    126.169,   90.1,    1.0506, 2,    126.176,  -89.9,    1.0507, 0, 0, 0, 0
"SX3123509C", 0.208, 1,    126.069,   90.1,    1.0498, 2,    126.076,  -89.9,    1.0499, 0, 0, 0, 0
"SX2841620B", 0.208, 1,      121.7, -154.1,    1.0134, 2,    121.707,   25.9,    1.0135, 0, 0, 0, 0
"SX2991929B", 0.208, 1,    120.873, -155.1,    1.0065, 2,     120.88,   24.9,    1.0066, 0, 0, 0, 0
"SX3160793C", 0.208, 1,    126.374,   91.7,    1.0523, 2,    126.381,  -88.3,    1.0524, 0, 0, 0, 0
"SX2691946B", 0.208, 1,    102.996, -158.1,   0.85767, 2,    103.001,   21.9,   0.85771, 0, 0, 0, 0
"SX2991940C", 0.208, 1,    121.749,   89.3,    1.0138, 2,    121.756,  -90.7,    1.0139, 0, 0, 0, 0
"SX3197636B", 0.208, 1,    120.621, -156.4,    1.0044, 2,    120.628,   23.5,    1.0045, 0, 0, 0, 0
"SX2991905A", 0.208, 1,    121.361,  -33.2,    1.0106, 2,    121.368,  146.8,    1.0107, 0, 0, 0, 0
"SX3141395C", 0.208, 1,     122.96,   91.9,    1.0239, 2,    122.967,  -88.1,     1.024, 0, 0, 0, 0
"SX2748135A", 0.208, 1,    118.773,  -34.5,   0.98904, 2,     118.78,  145.5,    0.9891, 0, 0, 0, 0
"SX2729412A", 0.208, 1,    118.196,  -34.6,   0.98423, 2,    118.203,  145.4,   0.98429, 0, 0, 0, 0
"SX2839305A", 0.208, 1,    121.556,  -31.7,    1.0122, 2,    121.563,  148.3,    1.0123, 0, 0, 0, 0
"SX3160123A", 0.208, 1,    121.366,  -33.3,    1.0106, 2,    121.373,  146.7,    1.0107, 0, 0, 0, 0
"SX2822861A", 0.208, 1,    121.509,  -33.2,    1.0118, 2,    121.517,  146.8,    1.0119, 0, 0, 0, 0
"SX2841616A", 0.208, 1,     120.86,  -33.4,    1.0064, 2,    120.867,  146.6,    1.0065, 0, 0, 0, 0
"SX3122812B", 0.208, 1,    121.131, -156.3,    1.0087, 2,    121.139,   23.7,    1.0087, 0, 0, 0, 0
"SX2897771B", 0.208, 1,    123.871, -152.1,    1.0315, 2,    123.878,   27.9,    1.0316, 0, 0, 0, 0
"SX3178973A", 0.208, 1,    121.087,  -33.4,    1.0083, 2,    121.094,  146.6,    1.0084, 0, 0, 0, 0
"SX3141411C", 0.208, 1,    123.137,   92.4,    1.0254, 2,    123.144,  -87.6,    1.0254, 0, 0, 0, 0
"SX2710518A", 0.208, 1,    120.378,  -33.5,    1.0024, 2,    120.385,  146.5,    1.0025, 0, 0, 0, 0
"SX3085391B", 0.208, 1,    110.184, -157.7,   0.91752, 2,    110.191,   22.3,   0.91758, 0, 0, 0, 0
"SX2955076A", 0.208, 1,    121.368,  -31.6,    1.0106, 2,    121.375,  148.4,    1.0107, 0, 0, 0, 0
"SX2729430B", 0.208, 1,    122.304, -156.5,    1.0184, 2,    122.311,   23.5,    1.0185, 0, 0, 0, 0
"SX3142079B", 0.208, 1,    124.545, -151.8,    1.0371, 2,    124.552,   28.2,    1.0372, 0, 0, 0, 0
"SX2955055B", 0.208, 1,     125.06, -151.7,    1.0414, 2,    125.067,   28.3,    1.0415, 0, 0, 0, 0
"SX2879753B", 0.208, 1,    124.583, -151.7,    1.0374, 2,    124.591,   28.3,    1.0375, 0, 0, 0, 0
"SX2842390C", 0.208, 1,    122.536,   89.3,    1.0204, 2,    122.544,  -90.7,    1.0204, 0, 0, 0, 0
"SX2710511A", 0.208, 1,    121.876,  -33.4,    1.0149, 2,    121.883,  146.6,    1.0149, 0, 0, 0, 0
"SX2766719A", 0.208, 1,    121.761,  -33.4,    1.0139, 2,    121.768,  146.6,     1.014, 0, 0, 0, 0
"SX3160117B", 0.208, 1,    121.141, -156.2,    1.0088, 2,    121.148,   23.8,    1.0088, 0, 0, 0, 0
"SX2897790C", 0.208, 1,    111.487,   89.3,   0.92837, 2,    111.495,  -90.7,   0.92844, 0, 0, 0, 0
"SX3066817A", 0.208, 1,    120.818,  -33.4,    1.0061, 2,    120.825,  146.6,    1.0061, 0, 0, 0, 0
"SX2841641B", 0.208, 1,    122.296, -155.0,    1.0184, 2,    122.303,   25.0,    1.0184, 0, 0, 0, 0
"SX2674027B", 0.208, 1,    124.217, -152.0,    1.0344, 2,    124.224,   28.0,    1.0344, 0, 0, 0, 0
"SX3010557A", 0.208, 1,    122.547,  -31.4,    1.0205, 2,    122.554,  148.6,    1.0205, 0, 0, 0, 0
"SX3235242C", 0.208, 1,    125.714,   92.3,    1.0468, 2,    125.721,  -87.7,    1.0469, 0, 0, 0, 0
